"original_imagefilepath","recon_imagefilepath","diff_imagefilepath","original_latents_visualizedfilepath","recon_latents_visualizedfilepath","diff_latents_visualizedfilepath","error_TOT","error_OTO","error_middle","output_loss","inf_time","inv_time","seed"
"media/images/99dcac486d384ed90f79.png","media/images/8dc288d48557fe723ded.png","media/images/0d1b11a66e960250eab9.png","media/images/e3cb756eac67808afe5e.png","media/images/b596f7ecdaef55b38388.png","media/images/c78f2999923742278e1b.png","0.059167494819348576","0.0010879387873550964","0.05951797599280795","0.0007236843812279403","0.5733652114868164","231.49347519874573","0"
"media/images/93284727cb603d75d910.png","media/images/d784b0166f3aa81b58a8.png","media/images/6ad2b81e0eb3708ae43f.png","media/images/2b404c14b07f2c84ee04.png","media/images/39f02d7145b280ac1adc.png","media/images/877fa6767f73a46d7d97.png","0.0636429412827546","0.00339366218591248","0.009402851329122497","0.0012825971934944391","0.19344782829284668","231.58895826339722","1"
"media/images/9c4446557d2c1be00639.png","media/images/b635677c3977a85260af.png","media/images/b1cb180d6736ab9e16af.png","media/images/4b5518f04efe9d277d3b.png","media/images/05b2d207e5ba043778b3.png","media/images/fbe0b0684f133ba55c73.png","0.19251547432343674","0.0005081092091367897","0.06774323403755389","0.001620941678993404","0.19405460357666016","231.43067002296448","2"
"media/images/5fc7261a167ab55f165c.png","media/images/bfdec1a404804921105b.png","media/images/3cf9db8244216a48184d.png","media/images/c7a8b2f4a669c385713f.png","media/images/8a9f0e58a6237772c5dc.png","media/images/5910d575cb20c4929d28.png","0.01937101146127973","0.0027845851715988384","0.0015533224253131556","0.0010484640952199697","0.1932811737060547","231.64228796958923","3"
"media/images/2c38a073b4150c229993.png","media/images/626b66c45ea963bd0505.png","media/images/4c67c27fc26556fbcf6e.png","media/images/d12d28838e24be05d869.png","media/images/89d0de80292a52cc8484.png","media/images/cf6871bc01c896234e4a.png","0.30522392259598874","0.03330148533262919","0.03917795160726101","0.009168736636638641","0.1942741870880127","231.44726634025574","4"
"media/images/f88a23bc530a15e4d632.png","media/images/2a229cb0d274ee59b710.png","media/images/638cb9bf553a3743a44a.png","media/images/9fdbe90800ba8da32992.png","media/images/d7456312d1b90a8b150d.png","media/images/263f64151e542dcf722c.png","0.05876409833857199","0.01072069436424731","0.034381479550731564","0.0013458773028105497","0.1946556568145752","231.44324278831482","5"
"media/images/bfea7c6b3ad0a9414a4b.png","media/images/dfe8b4242482c2d1ae87.png","media/images/1e982fec928fac3ba92c.png","media/images/58457bf6e68103ca12dd.png","media/images/e076c5ced94a75bfb6ae.png","media/images/93b10e504f2c7a2b9fc0.png","0.16416620136578874","0.004372674761107171","0.0148879000748261","0.008063595741987228","0.19338726997375488","231.65248775482178","6"
"media/images/f96c5e91d9947385fc3c.png","media/images/8466264475d46010c2e1.png","media/images/e334771eef5f4153223e.png","media/images/2ddfb996f52509c68020.png","media/images/c3a36611d6dd306724fd.png","media/images/f04e9d53ad4b98555761.png","0.21383579968429078","0.001018950792316944","0.054020011099087384","0.004270611330866814","0.1939537525177002","231.4298746585846","7"
"media/images/48e4472bf2af831899e2.png","media/images/ebb1fe84f084de7b4334.png","media/images/ce87aa64e9b7f5a3ce65.png","media/images/3bc46f3456dd59ad418f.png","media/images/d8f357a1021035eb9fef.png","media/images/a2d13f2e50a586010d8b.png","0.07589893605657849","0.0025611246241984023","0.018455906021333846","0.0012131889816373587","0.19360876083374023","231.57038378715515","8"
"media/images/103902bcd199d13eebfe.png","media/images/5a03d9391f6aac62b6ce.png","media/images/b228f5a1ce09eb023c00.png","media/images/53593b669e26a8d807e9.png","media/images/478d6a2d12b515c483c5.png","media/images/d7dcccbf17ed9392dc8d.png","0.13374900675424684","0.003666329958145522","0.02645062260193698","0.002361438237130642","0.19350719451904297","231.57744717597961","9"
