"original_imagefilepath","recon_imagefilepath","diff_imagefilepath","original_latents_visualizedfilepath","recon_latents_visualizedfilepath","diff_latents_visualizedfilepath","error_TOT","error_OTO","error_middle","output_loss","inf_time","inv_time","seed"
"media/images/99dcac486d384ed90f79.png","media/images/c73823ffb252da5430d8.png","media/images/f46a6f0139eeeb069776.png","media/images/e3cb756eac67808afe5e.png","media/images/94f092b20d9c763416ec.png","media/images/ed3f7bbf64f1c8bb25df.png","0.017035494013889485","0.00016030617007791988","0.008556966981410064","0.000019810850062640384","0.8941936492919922","238.58577847480774","0"
"media/images/93284727cb603d75d910.png","media/images/f3034b498a7f88767564.png","media/images/0afc46297aa745c52f11.png","media/images/2b404c14b07f2c84ee04.png","media/images/3d7943740f7a98f667b6.png","media/images/4c735da03b32cab4cd32.png","0.06663833559572652","0.0002889166886468752","0.015254974845385627","0.00005283991777105257","0.19460725784301758","238.75446939468384","1"
"media/images/9c4446557d2c1be00639.png","media/images/f12f056914b92b3e24e2.png","media/images/08aca1bce71f33a10d6e.png","media/images/4b5518f04efe9d277d3b.png","media/images/2b62b18475bc3a4d843b.png","media/images/9276660382d923c8370c.png","0.16963618723162543","0.00008728070504051988","0.03445629830221919","0.00002251362820970826","0.19580459594726562","238.60236406326294","2"
"media/images/5fc7261a167ab55f165c.png","media/images/199496e3d748316bb4ce.png","media/images/c020065b90243fb5d28f.png","media/images/c7a8b2f4a669c385713f.png","media/images/d9ccd6ff9b53bf173add.png","media/images/c61ccae2097dc36e7dbf.png","0.009964498553912071","0.00012896678899967478","0.004012483326049088","0.000038025242247385904","0.19679880142211914","238.70553946495056","3"
"media/images/2c38a073b4150c229993.png","media/images/08afc83bb654b66a0dd0.png","media/images/9176a5df2a7d7a56cb64.png","media/images/d12d28838e24be05d869.png","media/images/8bf723c59dd33a88a112.png","media/images/78f63549222c8506ed31.png","0.3902891255513943","0.0019750258587292627","0.04647420377968192","0.0005191707750782371","0.19554615020751953","238.61426186561584","4"
"media/images/f88a23bc530a15e4d632.png","media/images/04bfaea0cd5ea195a1bf.png","media/images/64c047aa79f61df26664.png","media/images/9fdbe90800ba8da32992.png","media/images/0d668e78042eea306d56.png","media/images/0e12fe9522ed3c4654e7.png","0.03701891578407257","0.0012036813225615366","0.03363106371284652","0.00009164705261355266","0.19613933563232422","237.38179850578308","5"
"media/images/bfea7c6b3ad0a9414a4b.png","media/images/61a57be2c43774c93521.png","media/images/1ac2d5ab35956de5eca8.png","media/images/58457bf6e68103ca12dd.png","media/images/a507a692d28bacb73416.png","media/images/1e9b247f69109ba0fc31.png","0.23260878952530462","0.00010402766361196906","0.020620947715799254","0.000031278555979952216","0.19270920753479004","236.95548272132874","6"
"media/images/f96c5e91d9947385fc3c.png","media/images/3809303848a5566aaba3.png","media/images/923b2616628bd9292396.png","media/images/2ddfb996f52509c68020.png","media/images/9edaedadcff24ce902b3.png","media/images/1a3bef6274e8b74464e4.png","0.22357426593004792","0.00009472528125388613","0.03742394174823804","0.00003944320633308962","0.19322562217712402","237.00619912147522","7"
"media/images/48e4472bf2af831899e2.png","media/images/ad55982e8c4c7f552deb.png","media/images/0765a4b61f1fe61d2d95.png","media/images/3bc46f3456dd59ad418f.png","media/images/72a9aebdc362357f961b.png","media/images/08e08f55cbec71976877.png","0.09885859625382043","0.0003595227096424348","0.026805130263100274","0.00007654453656869009","0.1922752857208252","237.06488275527954","8"
"media/images/103902bcd199d13eebfe.png","media/images/493b12c59d01ef67ba32.png","media/images/a62169418cc322a8639f.png","media/images/53593b669e26a8d807e9.png","media/images/2e51318fd5db21ec8563.png","media/images/ca7f9e234214a8e792e4.png","0.19811807751978083","0.0002278332960420294","0.03810711082741225","0.00005541612335946411","0.19289159774780273","236.9244122505188","9"
