"original_imagefilepath","recon_imagefilepath","diff_imagefilepath","original_latents_visualizedfilepath","recon_latents_visualizedfilepath","diff_latents_visualizedfilepath","error_TOT","error_OTO","error_middle","output_loss","inf_time","inv_time","seed"
"media/images/99dcac486d384ed90f79.png","media/images/613c6557cafb8d543e02.png","media/images/7e4c36853b366ab37e7e.png","media/images/e3cb756eac67808afe5e.png","media/images/517dcaf26382d10e94af.png","media/images/f3f3d4740bc2a7b418bb.png","0.08426662192597689","0.0013607036665119491","0.0928772825729931","0.0006909602088853717","0.5741164684295654","167.43181777000427","0"
"media/images/93284727cb603d75d910.png","media/images/7806466898d747aba4f5.png","media/images/00b25543a0ad2ef21d96.png","media/images/2b404c14b07f2c84ee04.png","media/images/b158918630b1ded3f34d.png","media/images/41a7371fcc3887fcd9b1.png","0.08305490599112009","0.0034087407529312572","0.017297330909059383","0.0013147920835763216","0.19442510604858398","167.8079605102539","1"
"media/images/9c4446557d2c1be00639.png","media/images/e42c6549e451e20f1d81.png","media/images/aba74a501812503fbe36.png","media/images/4b5518f04efe9d277d3b.png","media/images/2a9fbde1538a03d62d85.png","media/images/b013052848c6cd3bb12c.png","0.24624640781931717","0.0005911964738249414","0.09410283927060448","0.0016712252981960773","0.19411182403564453","167.7412109375","2"
"media/images/5fc7261a167ab55f165c.png","media/images/8a335517d1b67fbc1162.png","media/images/5ffd73cdf8fb5fe95416.png","media/images/c7a8b2f4a669c385713f.png","media/images/b0128c4448bf090b705e.png","media/images/4e49f04be23b9009ec86.png","0.022018378933474914","0.003379023812809864","0.0034366562438334913","0.0020314541179686785","0.1938037872314453","167.71883749961853","3"
"media/images/2c38a073b4150c229993.png","media/images/f1bab91058107ec3d514.png","media/images/b1ca7d32d0b1b2ab81c7.png","media/images/d12d28838e24be05d869.png","media/images/419d866a8eaed5607f26.png","media/images/3be162aaad7f795b7bd5.png","0.3416223603120585","0.029484644556415005","0.04952584500158097","0.003256759373471141","0.19265365600585938","167.64453840255737","4"
"media/images/f88a23bc530a15e4d632.png","media/images/11a93b6f09fc797add20.png","media/images/ac7adbabf8ea149f3332.png","media/images/9fdbe90800ba8da32992.png","media/images/486299f961de1879f4b4.png","media/images/ea7e89c5b4b6bbe2f8c5.png","0.08561244388548417","0.011155157125655896","0.056249670571056676","0.001315496163442731","0.1948838233947754","167.67660355567932","5"
"media/images/bfea7c6b3ad0a9414a4b.png","media/images/2a3c1a01e4ab17bef7ad.png","media/images/5556cf6f32346ebb8d22.png","media/images/58457bf6e68103ca12dd.png","media/images/ecb592a3805ffc8d73cc.png","media/images/9438768ea00fd03970b6.png","0.2755737203371247","0.0025330989314220056","0.042478414687272315","0.005352127831429243","0.19349384307861328","167.6455900669098","6"
"media/images/f96c5e91d9947385fc3c.png","media/images/6b15ec00ca8a02fa271a.png","media/images/b8cb224c58ce88b8e8a7.png","media/images/2ddfb996f52509c68020.png","media/images/046aae2858d140bafb79.png","media/images/194969a6bd73be038fa5.png","0.30472760865735893","0.0004427528981184916","0.08928220081067995","0.0018747351132333279","0.19363164901733398","167.56412887573242","7"
"media/images/48e4472bf2af831899e2.png","media/images/da01e414cd9f8dd765ad.png","media/images/941f90c1a2dd18b09c7c.png","media/images/3bc46f3456dd59ad418f.png","media/images/144615ce0d77fbeb7229.png","media/images/e2b26682430abde66b1f.png","0.08511697502400128","0.002591304737350616","0.02211859020740392","0.0012250678846612573","0.1940910816192627","167.57022285461426","8"
"media/images/103902bcd199d13eebfe.png","media/images/045a6808fa41fe5c594c.png","media/images/2f227f3bc2529b1203af.png","media/images/53593b669e26a8d807e9.png","media/images/7711698c608c0e374cc6.png","media/images/51f229baec1c7208525a.png","0.1682574873541398","0.003470053004126081","0.038190466169241155","0.002273379359394312","0.19382619857788086","167.64096522331238","9"
