"original_imagefilepath","recon_imagefilepath","diff_imagefilepath","original_latents_visualizedfilepath","recon_latents_visualizedfilepath","diff_latents_visualizedfilepath","error_TOT","error_OTO","error_middle","output_loss","inf_time","inv_time","seed"
"media/images/99dcac486d384ed90f79.png","media/images/4b3ffeef23e8336443fd.png","media/images/ac171c735685c9713955.png","media/images/e3cb756eac67808afe5e.png","media/images/3b67d9d36bd94d581358.png","media/images/49adc5e540c29065135b.png","0.0009298693147035686","0.000008931298398947302","0.0003754531390912086","8.136993301377515e-8","0.6163313388824463","1352.4193711280823","0"
"media/images/93284727cb603d75d910.png","media/images/623a36397e88c7294f02.png","media/images/d4f9d5809f0bcf06325b.png","media/images/2b404c14b07f2c84ee04.png","media/images/34513e7f7dc493aba442.png","media/images/6900a767c14229b65168.png","0.0034414930480931027","0.00003398792962514225","0.0018772463601691852","5.411604320215702e-7","0.19443106651306152","1352.3236365318298","1"
"media/images/9c4446557d2c1be00639.png","media/images/1be6abd7722dd9ae8c4f.png","media/images/a9558c0aa77e2c8f79df.png","media/images/4b5518f04efe9d277d3b.png","media/images/1caf308e2729fbbe9636.png","media/images/ae9e4975d755ae1cb9a2.png","0.02008789007642542","0.00001709644737916245","0.005883112028295168","0.000008057203558564652","0.19399380683898926","1352.3506824970245","2"
"media/images/5fc7261a167ab55f165c.png","media/images/a74f7ef0bde551fb847d.png","media/images/c90ec75f6f3e523a3b02.png","media/images/c7a8b2f4a669c385713f.png","media/images/36c4aca47f033e56110c.png","media/images/ab455054e80e4c141df3.png","0.0001374618034157872","0.000010434375289680033","3.290500840524175e-7","9.109146503760712e-7","0.19293808937072754","1352.408716917038","3"
"media/images/2c38a073b4150c229993.png","media/images/8b5c0040bce13018f577.png","media/images/0aa095a2f2052f60c8d3.png","media/images/d12d28838e24be05d869.png","media/images/c4fa220de794867d25df.png","media/images/8d20ec79bc409193692d.png","0.1097872127187296","0.0032610608020752726","0.011914914708066826","0.00009970238170353696","0.1936814785003662","1352.169793844223","4"
"media/images/f88a23bc530a15e4d632.png","media/images/7679a975cc10b109ccc5.png","media/images/0cf3abb8ab42d920ce09.png","media/images/9fdbe90800ba8da32992.png","media/images/6524b7f978656de59c68.png","media/images/35eab1af0e7815d1fc2c.png","0.009949207296658324","0.00030997241268374145","0.010094153331868805","3.994600774603896e-7","0.19466209411621094","1352.396525144577","5"
"media/images/bfea7c6b3ad0a9414a4b.png","media/images/58b9dd5aef11a93eab1f.png","media/images/af3a4059776fc55b0883.png","media/images/58457bf6e68103ca12dd.png","media/images/82df10b857748e1ad9d6.png","media/images/617f1414516558f889f3.png","0.01563136716964153","0.000014484265920757538","0.0009863211746492656","0.00002506190321582835","0.1934375762939453","1352.9519398212433","6"
"media/images/f96c5e91d9947385fc3c.png","media/images/40356ab1b4cccffde23a.png","media/images/4f3ea10c8f3ed3e367da.png","media/images/2ddfb996f52509c68020.png","media/images/8214a17f29cd12c85d02.png","media/images/2f89c03eeb0fc1853ff4.png","0.01070900862773444","0.000010561906919462114","0.0023834789841255116","0.000012436398719728459","0.19300627708435059","1352.5607426166534","7"
"media/images/48e4472bf2af831899e2.png","media/images/5ae2f6818834c3b22bad.png","media/images/445092608dbafde9b393.png","media/images/3bc46f3456dd59ad418f.png","media/images/4455e8cffc0e10b4c4aa.png","media/images/78f3dc05ddc92a657727.png","0.022217078859139372","0.00007841345922735856","0.009543298472781458","0.000004981935035175411","0.19312477111816406","1352.5310642719269","8"
"media/images/103902bcd199d13eebfe.png","media/images/222c6d9713f83cf77c94.png","media/images/88767cce87094cb25735.png","media/images/53593b669e26a8d807e9.png","media/images/4dc4729d9d4bc6385ec9.png","media/images/9ffffb4f0f06fc4611b1.png","0.032717583454557664","0.00007829252366725763","0.007481192489620592","0.000012340835382929072","0.19400835037231445","1352.6085319519043","9"
