
  0%|                                                                                                                                                                                                                                                                                               | 0/100 [00:00<?, ?it/s]/home/icl2/anaconda3/lib/python3.10/site-packages/torch/cuda/memory.py:330: FutureWarning: torch.cuda.reset_max_memory_allocated now calls torch.cuda.reset_peak_memory_stats, which resets /all/ peak memory stats.
  warnings.warn(
start, NMSE : 0.0177154541015625
1, NMSE : 0.0177154541015625, lr : 0.01
tensor(77.2625, device='cuda:0') tensor(0.7611, device='cuda:0')
2, NMSE : 0.0216827392578125, lr : 0.01
tensor(1.4580, device='cuda:0') tensor(0.7262, device='cuda:0')
3, NMSE : 0.0200653076171875, lr : 0.01
tensor(1.2303, device='cuda:0') tensor(0.7156, device='cuda:0')
4, NMSE : 0.01861572265625, lr : 0.01
tensor(1.1764, device='cuda:0') tensor(0.7043, device='cuda:0')
5, NMSE : 0.017333984375, lr : 0.01
tensor(1.0965, device='cuda:0') tensor(0.7057, device='cuda:0')
6, NMSE : 0.0162200927734375, lr : 0.01
tensor(1.0092, device='cuda:0') tensor(0.7088, device='cuda:0')
7, NMSE : 0.01523590087890625, lr : 0.01
tensor(0.9218, device='cuda:0') tensor(0.7031, device='cuda:0')
8, NMSE : 0.01436614990234375, lr : 0.01
tensor(0.8302, device='cuda:0') tensor(0.6987, device='cuda:0')
9, NMSE : 0.01361083984375, lr : 0.01
tensor(0.7463, device='cuda:0') tensor(0.7011, device='cuda:0')
10, NMSE : 0.01291656494140625, lr : 0.01
tensor(0.6798, device='cuda:0') tensor(0.6991, device='cuda:0')
11, NMSE : 0.0123291015625, lr : 0.01
tensor(0.6125, device='cuda:0') tensor(0.6924, device='cuda:0')
12, NMSE : 0.0117645263671875, lr : 0.01
tensor(0.5504, device='cuda:0') tensor(0.6875, device='cuda:0')
13, NMSE : 0.01126861572265625, lr : 0.01
tensor(0.5022, device='cuda:0') tensor(0.6853, device='cuda:0')
14, NMSE : 0.01081085205078125, lr : 0.01
tensor(0.4585, device='cuda:0') tensor(0.6840, device='cuda:0')
15, NMSE : 0.0103912353515625, lr : 0.01
tensor(0.4192, device='cuda:0') tensor(0.6764, device='cuda:0')
16, NMSE : 0.0099945068359375, lr : 0.01
tensor(0.3874, device='cuda:0') tensor(0.6700, device='cuda:0')
17, NMSE : 0.009613037109375, lr : 0.01
tensor(0.3680, device='cuda:0') tensor(0.6676, device='cuda:0')
18, NMSE : 0.00925445556640625, lr : 0.01
tensor(0.3390, device='cuda:0') tensor(0.6567, device='cuda:0')
19, NMSE : 0.00891876220703125, lr : 0.01
tensor(0.3168, device='cuda:0') tensor(0.6525, device='cuda:0')
20, NMSE : 0.00859832763671875, lr : 0.01
tensor(0.2987, device='cuda:0') tensor(0.6609, device='cuda:0')
21, NMSE : 0.0082855224609375, lr : 0.01
tensor(0.2873, device='cuda:0') tensor(0.6636, device='cuda:0')
22, NMSE : 0.00797271728515625, lr : 0.01
tensor(0.2749, device='cuda:0') tensor(0.6530, device='cuda:0')
23, NMSE : 0.0076904296875, lr : 0.01
tensor(0.2645, device='cuda:0') tensor(0.6527, device='cuda:0')
24, NMSE : 0.007411956787109375, lr : 0.01
tensor(0.2527, device='cuda:0') tensor(0.6408, device='cuda:0')
25, NMSE : 0.007144927978515625, lr : 0.01
tensor(0.2451, device='cuda:0') tensor(0.6432, device='cuda:0')
26, NMSE : 0.006893157958984375, lr : 0.01
tensor(0.2328, device='cuda:0') tensor(0.6508, device='cuda:0')
27, NMSE : 0.00666046142578125, lr : 0.01
tensor(0.2277, device='cuda:0') tensor(0.6233, device='cuda:0')
28, NMSE : 0.0064239501953125, lr : 0.01
tensor(0.2185, device='cuda:0') tensor(0.6411, device='cuda:0')
29, NMSE : 0.00620269775390625, lr : 0.01
tensor(0.2115, device='cuda:0') tensor(0.6539, device='cuda:0')
30, NMSE : 0.0059967041015625, lr : 0.01
tensor(0.2057, device='cuda:0') tensor(0.6480, device='cuda:0')
31, NMSE : 0.005794525146484375, lr : 0.01
tensor(0.1981, device='cuda:0') tensor(0.6397, device='cuda:0')
32, NMSE : 0.005611419677734375, lr : 0.01
tensor(0.1911, device='cuda:0') tensor(0.6306, device='cuda:0')
33, NMSE : 0.005428314208984375, lr : 0.01
tensor(0.1854, device='cuda:0') tensor(0.6227, device='cuda:0')
34, NMSE : 0.00527191162109375, lr : 0.01
tensor(0.1807, device='cuda:0') tensor(0.6407, device='cuda:0')
35, NMSE : 0.005115509033203125, lr : 0.01
tensor(0.1719, device='cuda:0') tensor(0.6396, device='cuda:0')
36, NMSE : 0.0049591064453125, lr : 0.01
tensor(0.1704, device='cuda:0') tensor(0.6199, device='cuda:0')
37, NMSE : 0.004817962646484375, lr : 0.01
tensor(0.1633, device='cuda:0') tensor(0.5847, device='cuda:0')
38, NMSE : 0.004688262939453125, lr : 0.01
tensor(0.1585, device='cuda:0') tensor(0.6328, device='cuda:0')
39, NMSE : 0.0045623779296875, lr : 0.01
tensor(0.1539, device='cuda:0') tensor(0.6141, device='cuda:0')
40, NMSE : 0.004444122314453125, lr : 0.01
tensor(0.1491, device='cuda:0') tensor(0.6143, device='cuda:0')
41, NMSE : 0.00433349609375, lr : 0.01
tensor(0.1433, device='cuda:0') tensor(0.6087, device='cuda:0')
42, NMSE : 0.00423431396484375, lr : 0.01
tensor(0.1397, device='cuda:0') tensor(0.6131, device='cuda:0')
43, NMSE : 0.004131317138671875, lr : 0.01
tensor(0.1363, device='cuda:0') tensor(0.6114, device='cuda:0')
44, NMSE : 0.004039764404296875, lr : 0.01
tensor(0.1337, device='cuda:0') tensor(0.6029, device='cuda:0')
45, NMSE : 0.003948211669921875, lr : 0.01
tensor(0.1289, device='cuda:0') tensor(0.6137, device='cuda:0')
46, NMSE : 0.00386810302734375, lr : 0.01
tensor(0.1257, device='cuda:0') tensor(0.6032, device='cuda:0')
47, NMSE : 0.003787994384765625, lr : 0.01
tensor(0.1233, device='cuda:0') tensor(0.5774, device='cuda:0')
48, NMSE : 0.0037136077880859375, lr : 0.01
tensor(0.1212, device='cuda:0') tensor(0.6092, device='cuda:0')
49, NMSE : 0.0036468505859375, lr : 0.01
tensor(0.1165, device='cuda:0') tensor(0.5898, device='cuda:0')
50, NMSE : 0.0035800933837890625, lr : 0.01
tensor(0.1176, device='cuda:0') tensor(0.5774, device='cuda:0')
51, NMSE : 0.003520965576171875, lr : 0.01
tensor(0.1131, device='cuda:0') tensor(0.5728, device='cuda:0')
52, NMSE : 0.0034637451171875, lr : 0.01
tensor(0.1104, device='cuda:0') tensor(0.5698, device='cuda:0')
53, NMSE : 0.003406524658203125, lr : 0.01
tensor(0.1058, device='cuda:0') tensor(0.5740, device='cuda:0')
54, NMSE : 0.0033588409423828125, lr : 0.01
tensor(0.1033, device='cuda:0') tensor(0.5622, device='cuda:0')
55, NMSE : 0.0033130645751953125, lr : 0.01
tensor(0.1028, device='cuda:0') tensor(0.5611, device='cuda:0')
56, NMSE : 0.003265380859375, lr : 0.01
tensor(0.0988, device='cuda:0') tensor(0.5363, device='cuda:0')
57, NMSE : 0.0032215118408203125, lr : 0.01
tensor(0.0992, device='cuda:0') tensor(0.5497, device='cuda:0')
58, NMSE : 0.0031833648681640625, lr : 0.01
tensor(0.0996, device='cuda:0') tensor(0.5273, device='cuda:0')
59, NMSE : 0.0031490325927734375, lr : 0.01
tensor(0.1035, device='cuda:0') tensor(0.4628, device='cuda:0')
60, NMSE : 0.0031147003173828125, lr : 0.01
tensor(0.0980, device='cuda:0') tensor(0.4984, device='cuda:0')
61, NMSE : 0.003082275390625, lr : 0.01
tensor(0.0937, device='cuda:0') tensor(0.5494, device='cuda:0')
62, NMSE : 0.0030498504638671875, lr : 0.01
tensor(0.0928, device='cuda:0') tensor(0.5107, device='cuda:0')
63, NMSE : 0.003025054931640625, lr : 0.01
tensor(0.0880, device='cuda:0') tensor(0.5521, device='cuda:0')
